変数情報
変数	位置	ラベル
LQ28C	430	w13問28C_自分にとっての重要度―お金持ちになること
LQ28D	431	w13問28D_自分にとっての重要度―親友を持つこと
LQ28E	432	w13問28E_自分にとっての重要度―子どもには自分よりも恵まれた機会を与えること
LQ28F	433	w13問28F_自分にとっての重要度―安定した仕事につくこと
LQ29A	434	w13問29A_日本の社会には希望がある
LQ29B	435	w13問29B_日本の所得の格差は大きすぎる
LQ29C	436	w13問29C_どんな学校を出たかによって、人生がほとんど決まってしまう
LQ29D	437	w13問29D_仕事や事業でいったん失敗すると、人生のやり直しがしにくい
LQ29E	438	w13問29E_所得格差が大きいことは、日本の繁栄に必要である
LQ29F	439	w13問29F_地位や富を得るためには、裕福な家庭の出身であることが重要だ
LQ30	440	w13問30_自分自身の階層の位置づけ
LQ31A	441	w13問31A_男性の仕事は収入を得ること、女性の仕事や家庭と家族の面倒をみることだ
LQ31B	442	w13問31B_母親が外で働くと、小学校に通う前の子どもはつらい思いをしやすい
LQ31C	443	w13問31C_女性が自立するためには、仕事を持つのが一番よい
LQ31D	444	w13問31D_一般的に言って、結婚している人のほうが、結婚していない人より幸せだ
LQ31E	445	w13問31E_子どもがいると、夫婦の自由な生活の妨げになる
LQ31F	446	w13問31F_不幸せな結婚生活を続けるくらいなら、離婚した方がよい
LQ32	447	w13問32_ふだん支持している政党
LQ33	448	w13問33_政治上の出来事への関心
LQ34A	449	w13問34A_日本の防衛力はもっと強化するべきだ
LQ34B	450	w13問34B_日米安保体制は現在よりももっと強化するべきだ
LQ34C	451	w13問34C_収入の多い人と少ない人の所得格差を縮めるのは政府の責任だ
LQ34D	452	w13問34D_公共事業による地方の雇用確保は必要だ
LQ34E	453	w13問34E_社会保障は財政が苦しくても極力充実するべきだ
LQ34F	454	w13問34F_お年寄りや心身の不自由な人は別として、すべての人は社会福祉をあてにしないで生活しなければならない
LQ35	455	w13問35_10年後の自分の暮らしむき
LQ36_A	456	w13問36-1_10年後の働き方―正社員・正職員として働いていたい
LQ36_B	457	w13問36-2_10年後の働き方―自分で事業をおこしていたい
LQ36_C	458	w13問36-3_10年後の働き方―親の家業を継いでいたい
LQ36_D	459	w13問36-4_10年後の働き方―独立して一人で仕事をしていたい
LQ36_E	460	w13問36-5_10年後の働き方―アルバイトやパートで働いていたい
LQ36_F	461	w13問36-6_10年後の働き方―専業主婦・主夫でいたい
LQ36_G	462	w13問36-7_10年後の働き方―働かないでいたい
LQ36_H	463	w13問36-8_10年後の働き方―その他
LQ36_I	464	w13問36-9_10年後の働き方―わからない
LQ37A	465	w13問37_過去1年間の収入―本人
LQ37B	466	w13問37_過去1年間の収入―配偶者
LQ37C	467	w13問37_過去1年間の収入―世帯全体
LQ38_A	468	w13問38-1_世帯の収入源―賃金・給料
LQ38_B	469	w13問38-2_世帯の収入源―農林漁業からの事業収入
LQ38_C	470	w13問38-3_世帯の収入源―農林漁業以外の事業収入
LQ38_D	471	w13問38-4_世帯の収入源―内職収入
LQ38_E	472	w13問38-5_世帯の収入源―家賃・地代
LQ38_F	473	w13問38-6_世帯の収入源―利子・配当
LQ38_G	474	w13問38-7_世帯の収入源―仕送り
LQ38_H	475	w13問38-8_世帯の収入源―年金（除く障害年金）・恩給
LQ38_I	476	w13問38-9_世帯の収入源―障害年金
LQ38_J	477	w13問38-10_世帯の収入源―雇用保険（失業給付等）
LQ38_K	478	w13問38-11_世帯の収入源―生活保護
LQ38_L	479	w13問38-12_世帯の収入源―児童扶養手当
LQ38_M	480	w13問38-13_世帯の収入源―その他
LQ39	481	w13問39_世帯で所有している資産の総額
LQ40_1A	482	w13問40(1)_現在の住居に住み始めた時期―元号
LQ40_1Y	483	w13問40(1)_現在の住居に住み始めた時期―年
LQ40_1M	484	w13問40(1)_現在の住居に住み始めた時期―月
LQ40_2	485	w13問40(1)_現在の住居の形態
LQ40_2A	486	w13問40付問-1_持家の所有者―本人
LQ40_2B	487	w13問40付問-2_持家の所有者―配偶者
LQ40_2C	488	w13問40付問-3_持家の所有者―父または母
LQ40_2D	489	w13問40付問-4_持家の所有者―配偶者の父または母
LQ40_2E	490	w13問40付問-5_持家の所有者―その他
LQ41	491	w13問41_住居費・ローンを自分で支払っているか
LQ41S	492	w13問41_住居費・ローンの月当たり支払額
LQ42	493	w13問42_学校外教育投資額
LQ43	494	w13問43_資産の相続・贈与の有無
LQ43S	495	w13問43付問_相続・贈与された財産の合計金額
LQ44RE_1	496	w13問44RE(1)_結婚経験
LQ44RE_1A	497	w13問44RE(1)_初婚時元号
LQ44RE_1Y	498	w13問44RE(1)_初婚時年
LQ44RE_1M	499	w13問44RE(1)_初婚時月
LQ44RE_2	500	w13問44RE(2)_婚姻状態
LQ45_1	501	w13問45(1)_配偶者職・働き方
LQ45_2	502	w13問45(2)_配偶者職・職業―大分類(プリコード)
lq45_2c	503	w13問45(2)_配偶者職・職業―小分類（07版）
lq45_2l	504	w13問45(2)_配偶者職・職業―大分類（アフターコード）
LQ45_3	505	w13問45(3)_配偶者職・役職
LQ45_4A	506	w13問45(4)A_配偶者職・従事時間（1日あたり）
LQ45_4M	507	w13問45(4)B_配偶者職・従事日数（月あたり）
LQ45_4X	508	w13問45(4)C_配偶者職・家に帰ってくる時間
LQ45_4Y	509	w13問45(4)C_配偶者職・家に帰ってくる時間―時
LQ45_4Z	510	w13問45(4)C_配偶者職・家に帰ってくる時間―分
LQ45_5	511	w13問45(5)_配偶者職・企業規模
LQ46A	512	w13問46A_頻度―配偶者が食事の用意
LQ46B	513	w13問46B_頻度―配偶者が洗濯
LQ46C	514	w13問46C_頻度―配偶者が家の掃除
LQ46D	515	w13問46D_頻度―配偶者が日用品・食料品の買い物
LQ46E	516	w13問46E_頻度―夫婦で一緒に食事をする
LQ46F	517	w13問46F_頻度―夫婦で話をする
LQ46G	518	w13問46G_頻度―子どもと遊ぶ（子どものいる方のみ）
LQ46H	519	w13問46H_頻度―介護（仕事以外で）
LQ47	520	w13問47_婚前同棲期間の有無
LQ47Y	521	w13問47_婚前同棲期間（年）
LQ47M	522	w13問47_婚前同棲期間（月）
LQ48	523	w13問48_婚姻届出の有無
LQ49A	524	w13問49_配偶者の生まれ―元号
LQ49M	525	w13問49_配偶者の生まれ―月
LQ49Y	526	w13問49_配偶者の生まれ―年
LQ50	527	w13問50_配偶者の最後に通ったまたは通学中の学校
LQ51_1AA	528	w13問51(1)_配偶者との交際開始時―元号
LQ51_1AY	529	w13問51(1)_配偶者との交際開始時―年
LQ51_1AM	530	w13問51(1)_配偶者との交際開始時―月
LQ51_1BA	531	w13問51(1)_結婚時―元号
LQ51_1BY	532	w13問51(1)_結婚時―年
LQ51_1BM	533	w13問51(1)_結婚時―月
LQ51_2A	534	w13問51(2)-1_配偶者と知り合ったきっかけ―親・きょうだいの紹介で
LQ51_2B	535	w13問51(2)-2_配偶者と知り合ったきっかけ―親・きょうだい以外の親族の紹介で
LQ51_2C	536	w13問51(2)-3_配偶者と知り合ったきっかけ―友人・知人・幼なじみの紹介で
LQ51_2D	537	w13問51(2)-4_配偶者と知り合ったきっかけ―職場の同僚・上司の紹介で
LQ51_2E	538	w13問51(2)-5_配偶者と知り合ったきっかけ―職場で
LQ51_2F	539	w13問51(2)-6_配偶者と知り合ったきっかけ―学校での授業・部活・サークル活動で
LQ51_2G	540	w13問51(2)-7_配偶者と知り合ったきっかけ―アルバイト先で
LQ51_2H	541	w13問51(2)-8_配偶者と知り合ったきっかけ―趣味・習い事で
LQ51_2I	542	w13問51(2)-9_配偶者と知り合ったきっかけ―合コンで
LQ51_2J	543	w13問51(2)-10_配偶者と知り合ったきっかけ―お見合いで
LQ51_2K	544	w13問51(2)-11_配偶者と知り合ったきっかけ―お見合いパーティーで
LQ51_2L	545	w13問51(2)-12_配偶者と知り合ったきっかけ―インターネット・携帯を通して
LQ51_2M	546	w13問51(2)-13_配偶者と知り合ったきっかけ―街中や旅先で
LQ51_2N	547	w13問51(2)-14_配偶者と知り合ったきっかけ―結婚相談所や結婚仲介サービスで
LQ51_2O	548	w13問51(2)-15_配偶者と知り合ったきっかけ―その他
LQ52	549	w13問52_結婚についてどのように考えているか
LQ53A	550	w13問53A_結婚相手に重視する点―性格・人柄
LQ53B	551	w13問53B_結婚相手に重視する点―容姿・外見
LQ53C	552	w13問53C_結婚相手に重視する点―学歴
LQ53D	553	w13問53D_結婚相手に重視する点―年収
LQ53DA	554	w13問53D_結婚相手に重視する点―年収（下限）
LQ53DB	555	w13問53D_結婚相手に重視する点―年収（上限）
LQ53E	556	w13問53E_結婚相手に重視する点―年齢
LQ53EA	557	w13問53E_結婚相手に重視する点―年齢（下限）
LQ53EB	558	w13問53E_結婚相手に重視する点―年齢（上限）
LQ54_1	559	w13問54(1)_よく話をする異性の数
LQ54_2	560	w13問54(2)_交際してみたい異性と出会うきっかけ
LQ54_3A	561	w13問54(3)-1_この1年間に交際してみたい異性と出会うためにやったこと―親・きょうだいに紹介を依頼
LQ54_3B	562	w13問54(3)-2_この1年間に交際してみたい異性と出会うためにやったこと―親・きょうだい以外の親族に紹介を依頼
LQ54_3C	563	w13問54(3)-3_この1年間に交際してみたい異性と出会うためにやったこと―友人・知人・幼なじみに紹介を依頼
LQ54_3D	564	w13問54(3)-4_この1年間に交際してみたい異性と出会うためにやったこと―職場・アルバイト先の同僚・上司に紹介を依頼
LQ54_3E	565	w13問54(3)-5_この1年間に交際してみたい異性と出会うためにやったこと―学校の授業・部活・サークル活動などに参加
LQ54_3F	566	w13問54(3)-6_この1年間に交際してみたい異性と出会うためにやったこと―趣味・習い事に参加
LQ54_3G	567	w13問54(3)-7_この1年間に交際してみたい異性と出会うためにやったこと―合コンに参加
LQ54_3H	568	w13問54(3)-8_この1年間に交際してみたい異性と出会うためにやったこと―お見合いに参加
LQ54_3I	569	w13問54(3)-9_この1年間に交際してみたい異性と出会うためにやったこと―お見合いパーティーに参加
LQ54_3J	570	w13問54(3)-10_この1年間に交際してみたい異性と出会うためにやったこと―インターネット・携帯を通してさがす
LQ54_3K	571	w13問54(3)-11_この1年間に交際してみたい異性と出会うためにやったこと―街中や旅先で声をかける
LQ54_3L	572	w13問54(3)-12_この1年間に交際してみたい異性と出会うためにやったこと―結婚相談所や結婚仲介サービスに登録
LQ54_3M	573	w13問54(3)-13_この1年間に交際してみたい異性と出会うためにやったこと―その他
LQ54_3N	574	w13問54(3)-14_この1年間に交際してみたい異性と出会うためにやったこと―特にない
LQ55	575	w13問55_現在交際している人はいるか
LQ55S	576	w13問55付問_過去に婚約者または特定の交際相手はいたか
LQ56_1Y	577	w13問56(1)_交際期間―年
LQ56_1M	578	w13問56(1)_交際期間―月
LQ56_2	579	w13問56(2)_今後も交際を続けていきたいか
LQ56_3A	580	w13問56(3)-1_婚約者・交際相手と知り合ったきっかけ―親・きょうだいの紹介で
LQ56_3B	581	w13問56(3)-2_婚約者・交際相手と知り合ったきっかけ―親・きょうだい以外の親族の紹介で
LQ56_3C	582	w13問56(3)-3_婚約者・交際相手と知り合ったきっかけ―友人・知人・幼なじみの紹介で
LQ56_3D	583	w13問56(3)-4_婚約者・交際相手と知り合ったきっかけ―職場の同僚・上司の紹介で
LQ56_3E	584	w13問56(3)-5_婚約者・交際相手と知り合ったきっかけ―職場で
LQ56_3F	585	w13問56(3)-6_婚約者・交際相手と知り合ったきっかけ―学校での授業・部活・サークル活動で
LQ56_3G	586	w13問56(3)-7_婚約者・交際相手と知り合ったきっかけ―アルバイト先で
LQ56_3H	587	w13問56(3)-8_婚約者・交際相手と知り合ったきっかけ―趣味・習い事で
LQ56_3I	588	w13問56(3)-9_婚約者・交際相手と知り合ったきっかけ―合コンで
LQ56_3J	589	w13問56(3)-10_婚約者・交際相手と知り合ったきっかけ―お見合いで
LQ56_3K	590	w13問56(3)-11_婚約者・交際相手と知り合ったきっかけ―お見合いパーティーで
LQ56_3L	591	w13問56(3)-12_婚約者・交際相手と知り合ったきっかけ―インターネット・携帯を通して
LQ56_3M	592	w13問56(3)-13_婚約者・交際相手と知り合ったきっかけ―街中や旅先で
LQ56_3N	593	w13問56(3)-14_婚約者・交際相手と知り合ったきっかけ―結婚相談所や結婚仲介サービスで
LQ56_3O	594	w13問56(3)-15_婚約者・交際相手と知り合ったきっかけ―その他
LQ56_4	595	w13問56(4)_婚約者・交際相手最終学歴
LQ57_A	596	w13問57-1_現在独身でいる理由―結婚するにはまだ若すぎるから
LQ57_B	597	w13問57-2_現在独身でいる理由―結婚するには年をとりすぎているから
LQ57_C	598	w13問57-3_現在独身でいる理由―結婚する必要性をまだかんじないから
LQ57_D	599	w13問57-4_現在独身でいる理由―今は、仕事（または学業）にうちこみたいから
LQ57_E	600	w13問57-5_現在独身でいる理由―今は、趣味や娯楽を楽しみたいから
LQ57_F	601	w13問57-6_現在独身でいる理由―適当な相手にまだめぐり会わないから
LQ57_G	602	w13問57-7_現在独身でいる理由―独身の自由さや気楽さを失いたくないから
LQ57_H	603	w13問57-8_現在独身でいる理由―家の居心地がいいから
LQ57_I	604	w13問57-9_現在独身でいる理由―異性とつきあう時間がないから
LQ57_J	605	w13問57-10_現在独身でいる理由―異性とうまくつきあえないから
LQ57_K	606	w13問57-11_現在独身でいる理由―結婚後の経済状況に不安があるから
LQ57_L	607	w13問57-12_現在独身でいる理由―現在の交際をもっと深めたいから
LQ57_M	608	w13問57-13_現在独身でいる理由―現在の交際相手との結婚を決めるタイミング、きっかけがないから
LQ57_N	609	w13問57-14_現在独身でいる理由―交際相手が結婚を望んでいないから
LQ57_O	610	w13問57-15_現在独身でいる理由―結婚資金が足りないから
LQ57_P	611	w13問57-16_現在独身でいる理由―親や周囲が結婚に同意しないから
LQ57_Q	612	w13問57-17_現在独身でいる理由―結婚後の生活全般に不安があるから
LQ57_R	613	w13問57-18_現在独身でいる理由―その他
LQ57_S	614	w13問57-19_現在独身でいる理由―現在の交際相手ともうすぐ結婚する予定
LQ58A	615	w13問58A_3か月以上の海外留学
LQ58A_1	616	w13問58A付問_3か月以上の海外留学_最初に経験した時期（何歳から）
LQ58A_2	617	w13問58A付問_3か月以上の海外留学_最初に経験した時期（何歳まで）
LQ58B	618	w13問58B_会社等から派遣されて3か月以上働く
LQ58B_1	619	w13問58B付問_会社等から派遣されて3か月以上働く_最初に経験した時期（何歳から）
LQ58B_2	620	w13問58B付問_会社等から派遣されて3か月以上働く_最初に経験した時期（何歳まで）
LQ58C	621	w13問58C_海外で職を見つけて3か月以上働く
LQ58C_1	622	w13問58C付問_海外で職を見つけて3か月以上働く_最初に経験した時期（何歳から）
LQ58C_2	623	w13問58C付問_海外で職を見つけて3か月以上働く_最初に経験した時期（何歳まで）
